provincia_iso,fecha,0-9_H,10-19_H,20-29_H,30-39_H,40-49_H,50-59_H,60-69_H,70-79_H,80-Inf_H,NC-NC_H,0-9_M,10-19_M,20-29_M,30-39_M,40-49_M,50-59_M,60-69_M,70-79_M,80-Inf_M,NC-NC_M,0-9_NC,10-19_NC,20-29_NC,30-39_NC,40-49_NC,50-59_NC,60-69_NC,70-79_NC,80-Inf_NC
CA,2020-07-01T00:00:00Z,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-07-01T00:00:00Z,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-07-01T00:00:00Z,1,0,0,2,1,2,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-07-01T00:00:00Z,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-07-01T00:00:00Z,1,4,1,0,3,0,0,0,1,1,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L,2020-07-01T00:00:00Z,4,7,11,7,18,5,9,1,0,0,2,4,7,9,19,10,5,2,1,0,0,0,0,0,0,0,0,0,0
LE,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-07-01T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,2020-07-01T00:00:00Z,1,0,1,4,2,2,2,1,0,0,1,3,4,1,6,5,2,1,3,0,0,0,0,0,0,0,0,0,0
MA,2020-07-01T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-07-01T00:00:00Z,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-07-01T00:00:00Z,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
O,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-07-01T00:00:00Z,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-07-01T00:00:00Z,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
V,2020-07-01T00:00:00Z,1,1,0,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2020-07-01T00:00:00Z,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-07-01T00:00:00Z,1,0,0,1,3,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZA,2020-07-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-07-02T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-07-02T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-07-02T00:00:00Z,1,1,8,11,8,5,3,4,2,0,1,3,12,9,20,10,5,8,2,0,0,0,0,0,0,0,0,0,0
BA,2020-07-02T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-07-02T00:00:00Z,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-07-02T00:00:00Z,0,1,1,0,0,3,0,2,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
GR,2020-07-02T00:00:00Z,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GU,2020-07-02T00:00:00Z,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HU,2020-07-02T00:00:00Z,0,4,1,1,0,0,2,1,1,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-07-02T00:00:00Z,2,4,8,9,12,12,7,4,2,0,3,6,12,21,18,8,4,2,1,0,0,0,0,0,0,0,0,0,0
LE,2020-07-02T00:00:00Z,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,2020-07-02T00:00:00Z,0,3,6,7,6,2,0,1,3,0,2,4,2,5,3,3,5,3,9,0,0,0,0,0,0,0,0,0,0
MA,2020-07-02T00:00:00Z,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-07-02T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-07-02T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-07-02T00:00:00Z,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-07-02T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
V,2020-07-02T00:00:00Z,0,3,1,0,1,2,1,2,0,0,2,1,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0
VA,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Z,2020-07-02T00:00:00Z,0,1,0,2,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,2020-07-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-07-03T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-07-03T00:00:00Z,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-07-03T00:00:00Z,1,1,4,19,20,6,4,2,3,0,2,3,15,17,11,1,12,7,5,0,0,0,0,0,0,0,0,0,0
BA,2020-07-03T00:00:00Z,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-07-03T00:00:00Z,0,1,0,2,3,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C,2020-07-03T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-07-03T00:00:00Z,1,0,1,1,1,1,1,1,0,0,0,0,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0
GR,2020-07-03T00:00:00Z,0,0,1,1,1,1,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
GU,2020-07-03T00:00:00Z,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-07-03T00:00:00Z,1,0,0,2,5,0,1,0,0,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
J,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-07-03T00:00:00Z,2,9,11,10,13,11,3,3,2,0,3,5,18,17,23,17,6,2,3,0,0,0,0,0,0,0,0,0,0
LE,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,2020-07-03T00:00:00Z,0,3,9,7,5,9,1,2,3,0,3,1,4,5,3,10,3,2,2,0,0,0,0,0,0,0,0,0,0
MA,2020-07-03T00:00:00Z,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-07-03T00:00:00Z,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-07-03T00:00:00Z,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-07-03T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-07-03T00:00:00Z,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-07-03T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-07-03T00:00:00Z,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
V,2020-07-03T00:00:00Z,0,1,3,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
VA,2020-07-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Z,2020-07-03T00:00:00Z,0,3,4,3,0,3,1,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ZA,2020-07-03T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-07-04T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-07-04T00:00:00Z,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-07-04T00:00:00Z,1,1,5,2,4,4,7,1,1,0,1,0,2,8,4,5,2,3,1,0,0,0,0,0,0,0,0,0,0
BA,2020-07-04T00:00:00Z,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-07-04T00:00:00Z,0,2,1,1,1,1,1,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C,2020-07-04T00:00:00Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-07-04T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CO,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-07-04T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GR,2020-07-04T00:00:00Z,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-07-04T00:00:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-07-04T00:00:00Z,1,1,1,0,2,0,0,2,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
J,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-07-04T00:00:00Z,1,2,5,3,7,7,1,3,0,0,2,2,8,11,10,6,3,2,9,0,0,0,0,0,0,0,0,0,0
LE,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,2020-07-04T00:00:00Z,1,3,0,1,3,0,1,3,1,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
MA,2020-07-04T00:00:00Z,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-07-04T00:00:00Z,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-07-04T00:00:00Z,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-07-04T00:00:00Z,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-07-04T00:00:00Z,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-07-04T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
V,2020-07-04T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VA,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-07-04T00:00:00Z,1,0,3,0,0,0,2,0,0,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ZA,2020-07-04T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-07-05T00:00:00Z,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-07-05T00:00:00Z,0,1,5,1,3,3,0,2,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-07-05T00:00:00Z,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-07-05T00:00:00Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-07-05T00:00:00Z,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-07-05T00:00:00Z,3,3,7,6,6,10,1,1,0,0,0,4,5,12,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0
LE,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,2020-07-05T00:00:00Z,0,1,1,1,1,1,2,1,0,0,0,1,0,3,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0
MA,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,2020-07-05T00:00:00Z,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-07-05T00:00:00Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-07-05T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V,2020-07-05T00:00:00Z,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
VA,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-07-05T00:00:00Z,0,1,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,2020-07-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-07-06T00:00:00Z,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-07-06T00:00:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-07-06T00:00:00Z,1,0,11,5,6,11,4,3,1,0,5,1,11,10,7,7,2,4,2,0,0,0,0,0,0,0,0,0,0
BA,2020-07-06T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-07-06T00:00:00Z,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-07-06T00:00:00Z,0,0,0,0,4,0,0,0,0,0,0,1,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-07-06T00:00:00Z,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-07-06T00:00:00Z,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-07-06T00:00:00Z,1,1,0,2,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
J,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-07-06T00:00:00Z,2,4,3,2,4,5,9,1,4,0,1,3,7,5,5,6,1,3,1,0,0,0,0,0,0,0,0,0,0
LE,2020-07-06T00:00:00Z,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LO,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,2020-07-06T00:00:00Z,1,0,2,4,1,3,3,2,0,0,0,1,2,7,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0
MA,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-07-06T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-07-06T00:00:00Z,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-07-06T00:00:00Z,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V,2020-07-06T00:00:00Z,0,0,0,4,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
VA,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-07-06T00:00:00Z,0,0,0,5,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,2020-07-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-07-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-07-07T00:00:00Z,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
