pp,psoe,distrito,seccion,cod_muni,total_votes,tract_code,share_pp,share_psoe
159,114,01,008,049,492,2804901008,0.3231707317073171,0.23170731707317074
177,98,01,009,049,473,2804901009,0.37420718816067655,0.20718816067653276
221,139,01,010,049,564,2804901010,0.39184397163120566,0.24645390070921985
140,78,01,011,049,371,2804901011,0.37735849056603776,0.21024258760107817
121,96,01,013,049,328,2804901013,0.36890243902439024,0.2926829268292683
103,88,01,013,049,325,2804901013,0.3169230769230769,0.27076923076923076
142,96,01,014,049,448,2804901014,0.3169642857142857,0.21428571428571427
224,132,01,015,049,621,2804901015,0.3607085346215781,0.21256038647342995
229,103,01,016,049,544,2804901016,0.4209558823529412,0.18933823529411764
188,82,01,017,049,428,2804901017,0.4392523364485981,0.19158878504672897
167,60,01,017,049,387,2804901017,0.4315245478036176,0.15503875968992248
215,68,01,018,049,455,2804901018,0.4725274725274725,0.14945054945054945
234,96,01,018,049,526,2804901018,0.4448669201520912,0.18250950570342206
195,100,01,019,049,505,2804901019,0.38613861386138615,0.19801980198019803
190,58,01,019,049,433,2804901019,0.4387990762124711,0.13394919168591224
135,68,01,020,049,383,2804901020,0.3524804177545692,0.17754569190600522
134,64,01,020,049,394,2804901020,0.3401015228426396,0.16243654822335024
288,116,01,021,049,654,2804901021,0.44036697247706424,0.17737003058103976
323,130,01,021,049,715,2804901021,0.45174825174825173,0.18181818181818182
213,94,01,022,049,519,2804901022,0.41040462427745666,0.1811175337186898
224,71,01,022,049,501,2804901022,0.4471057884231537,0.14171656686626746
154,94,01,023,049,516,2804901023,0.29844961240310075,0.1821705426356589
170,94,01,023,049,511,2804901023,0.33268101761252444,0.18395303326810175
296,99,01,024,049,688,2804901024,0.43023255813953487,0.1438953488372093
284,95,01,024,049,696,2804901024,0.40804597701149425,0.13649425287356323
231,121,02,001,049,570,2804902001,0.4052631578947368,0.21228070175438596
211,121,02,001,049,593,2804902001,0.35581787521079256,0.20404721753794267
199,154,02,002,049,625,2804902002,0.3184,0.2464
178,153,02,003,049,537,2804902003,0.33147113594040967,0.2849162011173184
128,109,02,004,049,433,2804902004,0.2956120092378753,0.2517321016166282
152,95,02,004,049,476,2804902004,0.31932773109243695,0.19957983193277312
258,122,02,005,049,675,2804902005,0.38222222222222224,0.18074074074074073
205,118,02,005,049,610,2804902005,0.3360655737704918,0.19344262295081968
169,77,02,006,049,441,2804902006,0.3832199546485261,0.1746031746031746
198,95,02,006,049,506,2804902006,0.391304347826087,0.18774703557312253
190,93,02,006,049,479,2804902006,0.3966597077244259,0.1941544885177453
142,83,02,007,049,358,2804902007,0.39664804469273746,0.23184357541899442
212,124,02,008,049,561,2804902008,0.3778966131907308,0.22103386809269163
164,77,02,009,049,444,2804902009,0.36936936936936937,0.17342342342342343
180,154,02,010,049,574,2804902010,0.313588850174216,0.2682926829268293
187,142,02,011,049,559,2804902011,0.334525939177102,0.25402504472271914
105,71,02,012,049,301,2804902012,0.3488372093023256,0.23588039867109634
95,84,02,012,049,316,2804902012,0.30063291139240506,0.26582278481012656
131,83,02,013,049,370,2804902013,0.35405405405405405,0.22432432432432434
158,97,02,014,049,400,2804902014,0.395,0.2425
157,114,02,014,049,436,2804902014,0.36009174311926606,0.26146788990825687
199,138,02,015,049,569,2804902015,0.34973637961335674,0.24253075571177504
205,134,02,015,049,613,2804902015,0.33442088091353994,0.21859706362153344
129,85,02,016,049,398,2804902016,0.3241206030150754,0.2135678391959799
158,90,02,016,049,444,2804902016,0.35585585585585583,0.20270270270270271
121,94,02,016,049,393,2804902016,0.30788804071246817,0.23918575063613232
133,75,02,017,049,349,2804902017,0.38108882521489973,0.2148997134670487
143,78,02,017,049,378,2804902017,0.3783068783068783,0.20634920634920634
164,73,02,018,049,367,2804902018,0.44686648501362397,0.1989100817438692
172,78,02,018,049,395,2804902018,0.43544303797468353,0.19746835443037974
169,70,02,019,049,490,2804902019,0.3448979591836735,0.14285714285714285
178,96,02,019,049,502,2804902019,0.3545816733067729,0.19123505976095617
219,101,02,020,049,497,2804902020,0.44064386317907445,0.20321931589537223
271,120,02,020,049,575,2804902020,0.47130434782608693,0.20869565217391303
128,90,02,021,049,401,2804902021,0.3192019950124688,0.22443890274314215
105,69,02,021,049,325,2804902021,0.3230769230769231,0.2123076923076923
187,106,03,001,049,483,2804903001,0.38716356107660455,0.2194616977225673
182,106,03,001,049,497,2804903001,0.36619718309859156,0.21327967806841047
144,83,03,002,049,409,2804903002,0.35207823960880197,0.20293398533007334
152,104,03,002,049,460,2804903002,0.33043478260869563,0.22608695652173913
235,146,03,003,049,640,2804903003,0.3671875,0.228125
196,125,03,003,049,558,2804903003,0.35125448028673834,0.22401433691756273
169,89,03,004,049,406,2804903004,0.41625615763546797,0.21921182266009853
187,106,03,004,049,495,2804903004,0.37777777777777777,0.21414141414141413
167,116,03,004,049,480,2804903004,0.34791666666666665,0.24166666666666667
211,116,03,005,049,580,2804903005,0.36379310344827587,0.2
224,136,03,005,049,630,2804903005,0.35555555555555557,0.21587301587301588
220,102,03,006,049,580,2804903006,0.3793103448275862,0.17586206896551723
238,120,03,006,049,610,2804903006,0.3901639344262295,0.19672131147540983
184,91,03,007,049,512,2804903007,0.359375,0.177734375
164,78,03,007,049,433,2804903007,0.3787528868360277,0.18013856812933027
162,118,03,008,049,486,2804903008,0.3333333333333333,0.24279835390946503
113,89,03,009,049,388,2804903009,0.2912371134020619,0.22938144329896906
132,83,03,009,049,372,2804903009,0.3548387096774194,0.22311827956989247
129,45,04,002,049,338,2804904002,0.3816568047337278,0.13313609467455623
137,115,04,002,049,448,2804904002,0.30580357142857145,0.25669642857142855
143,133,04,002,049,460,2804904002,0.3108695652173913,0.2891304347826087
229,46,01,001,050,408,2805001001,0.5612745098039216,0.11274509803921569
246,42,01,001,050,429,2805001001,0.5734265734265734,0.0979020979020979
256,60,01,002,050,523,2805001002,0.4894837476099426,0.1147227533460803
173,54,01,002,050,386,2805001002,0.4481865284974093,0.13989637305699482
179,66,01,002,050,429,2805001002,0.4172494172494173,0.15384615384615385
342,71,01,003,050,674,2805001003,0.5074183976261127,0.10534124629080119
307,64,01,003,050,621,2805001003,0.4943639291465378,0.10305958132045089
183,60,01,001,051,421,2805101001,0.4346793349168646,0.14251781472684086
227,79,01,001,051,533,2805101001,0.425891181988743,0.14821763602251406
147,59,01,001,051,366,2805101001,0.4016393442622951,0.16120218579234974
272,80,01,001,052,553,2805201001,0.4918625678119349,0.14466546112115733
266,62,01,001,052,534,2805201001,0.49812734082397003,0.11610486891385768
266,66,01,002,052,555,2805201002,0.47927927927927927,0.11891891891891893
298,74,01,002,052,597,2805201002,0.4991624790619765,0.12395309882747069
158,60,01,003,052,336,2805201003,0.47023809523809523,0.17857142857142858
152,57,01,003,052,313,2805201003,0.48562300319488816,0.18210862619808307
294,87,01,001,053,578,2805301001,0.5086505190311419,0.15051903114186851
268,92,01,001,053,547,2805301001,0.489945155393053,0.16819012797074953
183,61,01,002,053,421,2805301002,0.4346793349168646,0.14489311163895488
236,67,01,002,053,524,2805301002,0.45038167938931295,0.12786259541984732
228,72,01,002,053,488,2805301002,0.4672131147540984,0.14754098360655737
280,49,01,003,053,547,2805301003,0.5118829981718465,0.08957952468007313
327,71,01,003,053,616,2805301003,0.5308441558441559,0.11525974025974026
239,75,01,003,053,559,2805301003,0.4275491949910555,0.13416815742397137
205,74,01,004,053,436,2805301004,0.4701834862385321,0.16972477064220184
265,74,01,004,053,618,2805301004,0.42880258899676377,0.11974110032362459
216,70,01,004,053,482,2805301004,0.44813278008298757,0.14522821576763487
138,77,01,001,054,362,2805401001,0.3812154696132597,0.212707182320442
212,92,01,001,054,492,2805401001,0.43089430894308944,0.18699186991869918
174,82,01,001,054,417,2805401001,0.4172661870503597,0.19664268585131894
163,86,01,002,054,379,2805401002,0.43007915567282323,0.22691292875989447
222,101,01,002,054,512,2805401002,0.43359375,0.197265625
236,108,01,002,054,507,2805401002,0.46548323471400394,0.21301775147928995
268,58,01,003,054,546,2805401003,0.4908424908424908,0.10622710622710622
259,70,01,003,054,570,2805401003,0.4543859649122807,0.12280701754385964
309,59,01,004,054,639,2805401004,0.4835680751173709,0.09233176838810642
253,53,01,004,054,536,2805401004,0.47201492537313433,0.09888059701492537
206,65,02,001,054,485,2805402001,0.4247422680412371,0.13402061855670103
238,78,02,001,054,517,2805402001,0.46034816247582205,0.15087040618955513
222,67,02,002,054,504,2805402002,0.44047619047619047,0.13293650793650794
230,74,02,002,054,530,2805402002,0.4339622641509434,0.13962264150943396
232,49,02,003,054,467,2805402003,0.49678800856531047,0.10492505353319058
242,55,02,003,054,486,2805402003,0.49794238683127573,0.11316872427983539
218,70,02,004,054,507,2805402004,0.42998027613412226,0.13806706114398423
204,40,02,004,054,479,2805402004,0.42588726513569936,0.08350730688935282
150,47,02,005,054,360,2805402005,0.4166666666666667,0.13055555555555556
120,71,02,005,054,331,2805402005,0.36253776435045315,0.21450151057401812
312,187,01,001,055,677,2805501001,0.4608567208271787,0.276218611521418
140,78,01,001,056,401,2805601001,0.3491271820448878,0.19451371571072318
125,50,01,001,056,366,2805601001,0.34153005464480873,0.1366120218579235
281,93,01,001,057,653,2805701001,0.43032159264931086,0.14241960183767227
287,88,01,001,057,613,2805701001,0.46818923327895595,0.14355628058727568
135,104,01,002,058,401,2805801002,0.33665835411471323,0.2593516209476309
116,98,01,002,058,377,2805801002,0.3076923076923077,0.259946949602122
176,149,01,003,058,581,2805801003,0.3029259896729776,0.25645438898450945
134,83,01,004,058,380,2805801004,0.3526315789473684,0.21842105263157896
161,100,01,004,058,429,2805801004,0.3752913752913753,0.2331002331002331
144,105,01,004,058,444,2805801004,0.32432432432432434,0.23648648648648649
120,115,01,005,058,365,2805801005,0.3287671232876712,0.3150684931506849
149,101,01,005,058,371,2805801005,0.40161725067385445,0.2722371967654987
165,132,01,006,058,533,2805801006,0.30956848030018763,0.24765478424015008
134,117,01,007,058,472,2805801007,0.2838983050847458,0.2478813559322034
145,85,02,001,058,379,2805802001,0.38258575197889183,0.22427440633245382
168,75,02,001,058,399,2805802001,0.42105263157894735,0.18796992481203006
175,104,02,002,058,468,2805802002,0.37393162393162394,0.2222222222222222
192,105,02,002,058,517,2805802002,0.3713733075435203,0.20309477756286268
118,87,02,003,058,341,2805802003,0.3460410557184751,0.25513196480938416
146,86,02,003,058,387,2805802003,0.3772609819121447,0.2222222222222222
167,75,02,004,058,398,2805802004,0.41959798994974873,0.1884422110552764
148,71,02,004,058,378,2805802004,0.3915343915343915,0.18783068783068782
96,99,02,005,058,317,2805802005,0.3028391167192429,0.31230283911671924
127,116,02,005,058,342,2805802005,0.3713450292397661,0.3391812865497076
108,106,02,006,058,347,2805802006,0.3112391930835735,0.30547550432276654
133,130,02,006,058,397,2805802006,0.3350125944584383,0.327455919395466
172,90,02,007,058,431,2805802007,0.3990719257540603,0.2088167053364269
213,121,02,008,058,530,2805802008,0.4018867924528302,0.22830188679245284
200,142,02,009,058,549,2805802009,0.36429872495446264,0.2586520947176685
194,148,02,009,058,561,2805802009,0.34581105169340465,0.2638146167557932
121,80,02,010,058,350,2805802010,0.3457142857142857,0.22857142857142856
129,64,02,010,058,345,2805802010,0.3739130434782609,0.1855072463768116
153,90,02,011,058,422,2805802011,0.36255924170616116,0.2132701421800948
148,113,02,011,058,445,2805802011,0.3325842696629214,0.2539325842696629
161,105,02,012,058,458,2805802012,0.35152838427947597,0.2292576419213974
167,119,02,012,058,458,2805802012,0.3646288209606987,0.259825327510917
233,120,02,013,058,543,2805802013,0.429097605893186,0.22099447513812154
235,134,02,014,058,622,2805802014,0.3778135048231511,0.21543408360128619
190,90,02,015,058,440,2805802015,0.4318181818181818,0.20454545454545456
207,164,02,016,058,562,2805802016,0.3683274021352313,0.2918149466192171
164,125,02,017,058,490,2805802017,0.3346938775510204,0.25510204081632654
96,78,03,001,058,320,2805803001,0.3,0.24375
107,82,03,001,058,321,2805803001,0.3333333333333333,0.2554517133956386
140,108,03,002,058,417,2805803002,0.33573141486810554,0.2589928057553957
131,112,03,002,058,398,2805803002,0.32914572864321606,0.2814070351758794
136,89,03,003,058,356,2805803003,0.38202247191011235,0.25
149,83,03,003,058,383,2805803003,0.38903394255874674,0.21671018276762402
166,92,03,004,058,395,2805803004,0.42025316455696204,0.23291139240506328
145,79,03,004,058,350,2805803004,0.4142857142857143,0.2257142857142857
118,94,03,005,058,330,2805803005,0.3575757575757576,0.28484848484848485
136,84,03,005,058,348,2805803005,0.39080459770114945,0.2413793103448276
89,95,03,006,058,300,2805803006,0.2966666666666667,0.31666666666666665
90,104,03,006,058,328,2805803006,0.27439024390243905,0.3170731707317073
122,103,03,007,058,368,2805803007,0.33152173913043476,0.2798913043478261
141,93,03,007,058,394,2805803007,0.35786802030456855,0.23604060913705585
157,77,03,008,058,396,2805803008,0.39646464646464646,0.19444444444444445
186,99,03,008,058,555,2805803008,0.33513513513513515,0.1783783783783784
189,80,03,008,058,492,2805803008,0.38414634146341464,0.16260162601626016
179,99,03,009,058,531,2805803009,0.3370998116760829,0.1864406779661017
161,95,03,009,058,522,2805803009,0.30842911877394635,0.18199233716475097
148,88,03,010,058,383,2805803010,0.38642297650130547,0.2297650130548303
151,90,03,010,058,376,2805803010,0.4015957446808511,0.2393617021276596
102,69,04,001,058,272,2805804001,0.375,0.2536764705882353
89,76,04,001,058,272,2805804001,0.3272058823529412,0.27941176470588236
133,86,04,002,058,354,2805804002,0.3757062146892655,0.24293785310734464
123,74,04,002,058,324,2805804002,0.37962962962962965,0.22839506172839505
179,63,04,003,058,380,2805804003,0.4710526315789474,0.16578947368421051
229,69,04,003,058,441,2805804003,0.5192743764172335,0.1564625850340136
224,123,04,004,058,560,2805804004,0.4,0.21964285714285714
172,102,04,005,058,462,2805804005,0.3722943722943723,0.22077922077922077
156,103,04,005,058,432,2805804005,0.3611111111111111,0.23842592592592593
187,111,04,006,058,535,2805804006,0.34953271028037386,0.20747663551401868
197,109,04,006,058,528,2805804006,0.3731060606060606,0.20643939393939395
245,140,04,007,058,658,2805804007,0.3723404255319149,0.2127659574468085
225,134,04,007,058,610,2805804007,0.36885245901639346,0.21967213114754097
221,140,04,008,058,620,2805804008,0.3564516129032258,0.22580645161290322
261,149,04,008,058,685,2805804008,0.381021897810219,0.21751824817518248
135,142,04,009,058,448,2805804009,0.3013392857142857,0.3169642857142857
134,116,04,009,058,397,2805804009,0.33753148614609574,0.29219143576826195
130,98,04,010,058,373,2805804010,0.3485254691689008,0.26273458445040215
131,101,04,010,058,383,2805804010,0.34203655352480417,0.26370757180156656
195,139,04,011,058,572,2805804011,0.3409090909090909,0.243006993006993
105,114,04,012,058,341,2805804012,0.30791788856304986,0.3343108504398827
139,104,04,013,058,436,2805804013,0.31880733944954126,0.23853211009174313
139,102,04,013,058,445,2805804013,0.31235955056179776,0.2292134831460674
206,117,04,014,058,551,2805804014,0.3738656987295826,0.21234119782214156
199,94,04,014,058,522,2805804014,0.38122605363984674,0.18007662835249041
149,97,04,015,058,399,2805804015,0.37343358395989973,0.24310776942355888
132,122,04,015,058,466,2805804015,0.2832618025751073,0.26180257510729615
146,104,04,015,058,431,2805804015,0.33874709976798145,0.24129930394431554
132,86,04,016,058,397,2805804016,0.33249370277078083,0.21662468513853905
155,74,04,016,058,389,2805804016,0.39845758354755784,0.19023136246786632
153,93,05,001,058,432,2805805001,0.3541666666666667,0.2152777777777778
202,125,05,001,058,553,2805805001,0.36528028933092227,0.22603978300180833
185,111,05,001,058,478,2805805001,0.38702928870292885,0.23221757322175732
95,108,05,002,058,341,2805805002,0.2785923753665689,0.31671554252199413
139,111,05,002,058,451,2805805002,0.3082039911308204,0.24611973392461198
118,92,05,002,058,392,2805805002,0.3010204081632653,0.23469387755102042
111,88,05,003,058,324,2805805003,0.3425925925925926,0.2716049382716049
103,80,05,003,058,317,2805805003,0.3249211356466877,0.25236593059936907
128,81,05,004,058,352,2805805004,0.36363636363636365,0.23011363636363635
122,79,05,004,058,347,2805805004,0.3515850144092219,0.2276657060518732
144,103,05,005,058,403,2805805005,0.3573200992555831,0.2555831265508685
107,112,05,005,058,379,2805805005,0.28232189973614774,0.2955145118733509
165,149,05,006,058,554,2805805006,0.29783393501805056,0.26895306859205775
195,127,05,006,058,591,2805805006,0.3299492385786802,0.21489001692047377
212,130,06,001,058,623,2805806001,0.3402889245585875,0.2086677367576244
178,103,06,002,058,474,2805806002,0.3755274261603376,0.21729957805907174
137,66,06,002,058,389,2805806002,0.35218508997429304,0.16966580976863754
142,78,06,003,058,406,2805806003,0.3497536945812808,0.1921182266009852
161,101,06,003,058,463,2805806003,0.34773218142548595,0.21814254859611232
139,91,06,003,058,420,2805806003,0.33095238095238094,0.21666666666666667
216,123,06,004,058,619,2805806004,0.34894991922455576,0.1987075928917609
183,134,06,004,058,604,2805806004,0.3029801324503311,0.22185430463576158
226,171,06,005,058,655,2805806005,0.3450381679389313,0.26106870229007634
185,150,06,005,058,587,2805806005,0.3151618398637138,0.2555366269165247
237,109,06,006,058,545,2805806006,0.43486238532110094,0.2
188,107,06,006,058,496,2805806006,0.3790322580645161,0.2157258064516129
151,125,06,007,058,477,2805806007,0.3165618448637317,0.2620545073375262
162,92,06,007,058,449,2805806007,0.36080178173719374,0.20489977728285078
199,132,06,008,058,578,2805806008,0.34429065743944637,0.22837370242214533
190,128,06,008,058,552,2805806008,0.3442028985507246,0.2318840579710145
191,127,06,009,058,579,2805806009,0.3298791018998273,0.21934369602763384
200,124,06,009,058,573,2805806009,0.34904013961605584,0.2164048865619546
164,117,06,010,058,497,2805806010,0.3299798792756539,0.23541247484909456
168,110,06,010,058,498,2805806010,0.3373493975903614,0.22088353413654618
159,81,06,011,058,444,2805806011,0.3581081081081081,0.18243243243243243
184,87,06,011,058,467,2805806011,0.39400428265524623,0.18629550321199143
153,116,06,012,058,454,2805806012,0.3370044052863436,0.2555066079295154
161,98,06,012,058,415,2805806012,0.38795180722891565,0.236144578313253
229,95,06,013,058,579,2805806013,0.3955094991364421,0.16407599309153714
237,103,06,013,058,580,2805806013,0.4086206896551724,0.17758620689655172
157,95,06,014,058,496,2805806014,0.3165322580645161,0.19153225806451613
162,101,06,014,058,490,2805806014,0.3306122448979592,0.20612244897959184
150,100,06,014,058,468,2805806014,0.32051282051282054,0.21367521367521367
197,137,06,015,058,588,2805806015,0.33503401360544216,0.23299319727891157
181,129,06,015,058,570,2805806015,0.3175438596491228,0.22631578947368422
202,131,06,016,058,585,2805806016,0.3452991452991453,0.22393162393162394
227,138,06,016,058,662,2805806016,0.3429003021148036,0.2084592145015106
159,113,06,017,058,490,2805806017,0.32448979591836735,0.23061224489795917
193,136,06,017,058,553,2805806017,0.34900542495479203,0.24593128390596744
177,89,06,018,058,435,2805806018,0.4068965517241379,0.2045977011494253
178,75,06,018,058,435,2805806018,0.4091954022988506,0.1724137931034483
202,97,06,019,058,520,2805806019,0.38846153846153847,0.18653846153846154
216,90,06,019,058,487,2805806019,0.44353182751540043,0.18480492813141683
105,61,07,001,058,313,2805807001,0.3354632587859425,0.19488817891373802
141,71,07,001,058,334,2805807001,0.4221556886227545,0.2125748502994012
163,128,07,002,058,465,2805807002,0.35053763440860214,0.2752688172043011
137,117,07,002,058,402,2805807002,0.3407960199004975,0.291044776119403
181,128,07,003,058,497,2805807003,0.3641851106639839,0.2575452716297787
172,124,07,003,058,507,2805807003,0.33925049309664695,0.2445759368836292
155,132,07,004,058,534,2805807004,0.2902621722846442,0.24719101123595505
192,139,07,004,058,553,2805807004,0.3471971066907776,0.2513562386980108
105,93,07,005,058,341,2805807005,0.30791788856304986,0.2727272727272727
115,78,07,005,058,330,2805807005,0.3484848484848485,0.23636363636363636
195,109,07,006,058,535,2805807006,0.3644859813084112,0.20373831775700935
166,106,07,006,058,499,2805807006,0.33266533066132264,0.2124248496993988
224,78,07,007,058,483,2805807007,0.463768115942029,0.16149068322981366
233,81,07,007,058,522,2805807007,0.446360153256705,0.15517241379310345
173,110,07,008,058,547,2805807008,0.3162705667276051,0.20109689213893966
175,136,07,009,058,552,2805807009,0.3170289855072464,0.2463768115942029
170,148,07,010,058,548,2805807010,0.3102189781021898,0.27007299270072993
129,93,07,011,058,388,2805807011,0.3324742268041237,0.23969072164948454
128,80,07,011,058,369,2805807011,0.34688346883468835,0.21680216802168023
189,115,07,012,058,570,2805807012,0.33157894736842103,0.20175438596491227
112,66,07,013,058,286,2805807013,0.3916083916083916,0.23076923076923078
117,74,07,013,058,305,2805807013,0.3836065573770492,0.24262295081967214
187,95,07,014,058,507,2805807014,0.368836291913215,0.1873767258382643
171,116,07,014,058,551,2805807014,0.3103448275862069,0.21052631578947367
281,103,07,015,058,640,2805807015,0.4390625,0.1609375
259,100,07,015,058,597,2805807015,0.4338358458961474,0.16750418760469013
180,94,07,016,058,561,2805807016,0.32085561497326204,0.16755793226381463
278,128,07,016,058,767,2805807016,0.3624511082138201,0.16688396349413298
234,106,07,016,058,649,2805807016,0.3605546995377504,0.1633281972265023
164,88,08,001,058,416,2805808001,0.3942307692307692,0.21153846153846154
171,95,08,001,058,447,2805808001,0.3825503355704698,0.21252796420581654
158,133,08,002,058,444,2805808002,0.35585585585585583,0.29954954954954954
140,119,08,003,058,420,2805808003,0.3333333333333333,0.2833333333333333
115,109,08,004,058,371,2805808004,0.30997304582210244,0.29380053908355797
109,99,08,004,058,366,2805808004,0.2978142076502732,0.27049180327868855
82,108,08,005,058,321,2805808005,0.2554517133956386,0.3364485981308411
87,98,08,005,058,293,2805808005,0.29692832764505117,0.33447098976109213
145,101,08,006,058,424,2805808006,0.3419811320754717,0.23820754716981132
194,103,08,006,058,495,2805808006,0.39191919191919194,0.2080808080808081
166,104,08,007,058,476,2805808007,0.3487394957983193,0.2184873949579832
161,96,08,007,058,489,2805808007,0.3292433537832311,0.19631901840490798
190,132,08,008,058,577,2805808008,0.3292894280762565,0.22876949740034663
209,132,08,008,058,588,2805808008,0.3554421768707483,0.22448979591836735
180,126,08,009,058,573,2805808009,0.31413612565445026,0.2198952879581152
199,102,08,009,058,542,2805808009,0.3671586715867159,0.1881918819188192
104,82,08,010,058,327,2805808010,0.3180428134556575,0.25076452599388377
136,82,08,010,058,374,2805808010,0.36363636363636365,0.2192513368983957
221,155,08,011,058,608,2805808011,0.36348684210526316,0.25493421052631576
110,72,08,012,058,359,2805808012,0.3064066852367688,0.20055710306406685
119,78,08,012,058,366,2805808012,0.3251366120218579,0.21311475409836064
193,132,08,013,058,560,2805808013,0.34464285714285714,0.2357142857142857
163,128,08,013,058,501,2805808013,0.3253493013972056,0.2554890219560878
86,77,08,014,058,286,2805808014,0.3006993006993007,0.2692307692307692
119,70,08,014,058,332,2805808014,0.35843373493975905,0.21084337349397592
201,104,08,015,058,478,2805808015,0.4205020920502092,0.2175732217573222
177,105,08,015,058,477,2805808015,0.3710691823899371,0.22012578616352202
257,84,08,016,058,532,2805808016,0.4830827067669173,0.15789473684210525
223,87,08,016,058,503,2805808016,0.4433399602385686,0.17296222664015903
130,75,09,001,058,365,2805809001,0.3561643835616438,0.2054794520547945
125,88,09,001,058,395,2805809001,0.31645569620253167,0.22278481012658227
146,80,09,002,058,421,2805809002,0.34679334916864607,0.19002375296912113
211,97,09,002,058,562,2805809002,0.37544483985765126,0.17259786476868327
169,90,09,002,058,493,2805809002,0.34279918864097364,0.18255578093306288
160,94,09,003,058,438,2805809003,0.365296803652968,0.2146118721461187
146,83,09,003,058,425,2805809003,0.34352941176470586,0.1952941176470588
246,134,09,004,058,704,2805809004,0.3494318181818182,0.1903409090909091
232,116,09,004,058,620,2805809004,0.3741935483870968,0.1870967741935484
221,109,09,005,058,589,2805809005,0.37521222410865873,0.18505942275042445
253,125,09,005,058,662,2805809005,0.3821752265861027,0.18882175226586104
270,91,09,006,058,645,2805809006,0.4186046511627907,0.14108527131782947
239,121,09,006,058,627,2805809006,0.38118022328548645,0.19298245614035087
180,102,09,007,058,474,2805809007,0.379746835443038,0.21518987341772153
194,129,09,007,058,539,2805809007,0.35992578849721707,0.23933209647495363
273,135,09,008,058,738,2805809008,0.3699186991869919,0.18292682926829268
225,122,09,008,058,678,2805809008,0.33185840707964603,0.17994100294985252
145,88,09,009,058,437,2805809009,0.3318077803203661,0.20137299771167047
176,88,09,009,058,486,2805809009,0.36213991769547327,0.18106995884773663
151,113,09,009,058,460,2805809009,0.3282608695652174,0.24565217391304348
226,131,09,010,058,656,2805809010,0.3445121951219512,0.19969512195121952
203,117,09,010,058,639,2805809010,0.31768388106416273,0.18309859154929578
215,118,09,011,058,631,2805809011,0.34072900158478603,0.18700475435816163
190,147,09,011,058,620,2805809011,0.3064516129032258,0.23709677419354838
226,124,09,012,058,631,2805809012,0.358161648177496,0.196513470681458
225,129,09,012,058,642,2805809012,0.35046728971962615,0.20093457943925233
216,77,01,001,059,450,2805901001,0.48,0.1711111111111111
269,85,01,001,059,544,2805901001,0.4944852941176471,0.15625
266,90,01,001,059,551,2805901001,0.4827586206896552,0.16333938294010888
293,81,01,002,059,552,2805901002,0.5307971014492754,0.14673913043478262
260,71,01,002,059,510,2805901002,0.5098039215686274,0.1392156862745098
221,74,01,003,059,447,2805901003,0.49440715883668906,0.16554809843400448
205,66,01,003,059,396,2805901003,0.5176767676767676,0.16666666666666666
183,204,01,001,060,601,2806001001,0.30449251247920134,0.33943427620632277
187,206,01,001,060,616,2806001001,0.30357142857142855,0.3344155844155844
198,102,01,001,061,529,2806101001,0.3742911153119093,0.19281663516068054
269,96,01,001,061,561,2806101001,0.47950089126559714,0.1711229946524064
188,102,01,001,061,495,2806101001,0.3797979797979798,0.20606060606060606
223,89,01,002,061,526,2806101002,0.42395437262357416,0.16920152091254753
250,87,01,002,061,559,2806101002,0.4472271914132379,0.1556350626118068
220,74,01,002,061,475,2806101002,0.4631578947368421,0.15578947368421053
189,50,01,003,061,406,2806101003,0.46551724137931033,0.12315270935960591
218,78,01,003,061,479,2806101003,0.4551148225469729,0.162839248434238
192,64,01,003,061,437,2806101003,0.43935926773455375,0.14645308924485126
168,71,01,004,061,390,2806101004,0.4307692307692308,0.18205128205128204
221,81,01,004,061,504,2806101004,0.4384920634920635,0.16071428571428573
197,79,01,004,061,457,2806101004,0.4310722100656455,0.17286652078774617
222,59,01,005,061,455,2806101005,0.4879120879120879,0.12967032967032968
329,71,01,005,061,619,2806101005,0.531502423263328,0.1147011308562197
232,75,01,005,061,495,2806101005,0.4686868686868687,0.15151515151515152
310,101,01,006,061,682,2806101006,0.45454545454545453,0.14809384164222875
332,73,01,006,061,669,2806101006,0.4962630792227205,0.10911808669656203
252,97,01,007,061,684,2806101007,0.3684210526315789,0.14181286549707603
256,112,01,007,061,677,2806101007,0.37813884785819796,0.1654357459379616
441,64,01,008,061,783,2806101008,0.5632183908045977,0.08173690932311622
436,61,01,008,061,789,2806101008,0.5525982256020279,0.07731305449936629
295,71,01,009,061,632,2806101009,0.46677215189873417,0.11234177215189874
311,65,01,009,061,650,2806101009,0.47846153846153844,0.1
342,61,01,009,061,642,2806101009,0.5327102803738317,0.09501557632398754
188,41,01,010,061,398,2806101010,0.4723618090452261,0.10301507537688442
160,49,01,010,061,394,2806101010,0.40609137055837563,0.12436548223350254
216,106,01,011,061,477,2806101011,0.4528301886792453,0.2222222222222222
223,72,01,011,061,482,2806101011,0.46265560165975106,0.14937759336099585
196,73,01,011,061,450,2806101011,0.43555555555555553,0.1622222222222222
191,51,01,012,061,398,2806101012,0.4798994974874372,0.12814070351758794
245,59,01,012,061,508,2806101012,0.4822834645669291,0.11614173228346457
205,41,01,012,061,427,2806101012,0.48009367681498827,0.09601873536299765
233,69,01,013,061,465,2806101013,0.5010752688172043,0.14838709677419354
198,59,01,013,061,459,2806101013,0.43137254901960786,0.12854030501089325
